video,start,text,entities
4,3891,"Nicholas Beriozoff. Und ich habe den Papa Beriozoff mal gefragt, was ist denn das Erfolgsgeheimnis des Zürcher Balletts, vorher haben sie immer getanzt und es sind immer interessante Vorstellungen gewesen, aber dann ist eigentlich der Beginn gewesen von einem Repertoire, das weit über eigene Choreografien vom Ballettmeister hinausgeht.",Beriozoff;Nicholas Beriozoff;Zürcher Balletts
4,3914,"Wo man eben auch Gastchoreografen hat, nicht nur einzelne Gastspiele, sondern Gastchoreografen. Und wo man auch traditionelle Sachen auf ganz verschiedene Art aufführt, also da ist eigentlich der Beginn vom Theaterballett, wie wir das dann haben.",
4,3930,"Und der Papa hat mir ganz einfach gesagt, also gut, man muss nur Klassiker aufführen und eine gute Ballerina haben, er hat Gaye Fulton gehabt, er hat Doris Catana als zweite Tänzerin, er hat gute Partner gehabt.",Doris Catana;Gaye Fulton
4,3944,"Und dann haben sie immer mehr ausländische Tänzer angestellt. Oder sie haben begabte Tänzer, wie zum Beispiel die Zadie Mayer, die ungefähr mein Jahrgang ist.",Zadie Mayer
4,3957,"Hat er dann noch zur weiteren Ausbildung zur … die Catana ist auch, sie hat ja dann in Stuttgart getanzt. Der Papa Beriozoff ist ja in Stuttgart gewesen, das ist der Vorgänger von Cranko.",Ausbildung;Cranko;Stuttgart;Stuttgart
4,3966,"Er hat dort das auch vorbereitet, was der Cranko da geschafft hat. Und dann hat die Catana genommen und die Gaye auch … das sind die jungen Tänzer vor Ort, die hat der Papa genommen und hat gesagt, so jetzt geht ihr zur Ausbildung nach London, dann kommt ihr zurück und dann haben wir Vorbilder und dann können wir auf dem wieder aufbauen.",Ausbildung;Catana;Cranko;Gaye;London
4,3987,"Und die Catana ist dann da wieder zurückgekommen und Gaye Fulton ist dann eigentlich hier die grosse Tänzerin geworden, die hat dann auch selber gastiert und wie gesagt, eben mit ""Dornröschen"" hat es angefangen und dann hat man ""Undine"", also neuere Ballette, die aber auch Handlungsballette sind, die sich an- lehnen an einen alten Stil.",Catana;Dornröschen;Gaye Fulton;Undine
4,4009,"Die ""Undine"" ist vom Henze ist es früher gewesen. Dann eben ""Schwanensee"" und alle diese Sachen. Und dann hat man mehr Aufführungen gehabt.",Henze;Schwanensee;Undine
4,4018,Und das ist so ein fliessender Übergang gewesen. Aber dann mit dem Wechsel vom Stadttheater zum Opernhaus hat das Ballett mehr Aufführungen bekommen und hat einen grösseren Stellenwert bekommen. Und auch aus selbstverständlich mehr Orchester.,Opernhaus
4,4042,"Und nicht – das kommt eben noch dazu – die vorher, für ihre Tanzdramen, die haben zum Teil zeitgenössische Musik genommen, zum Teil Musik von Schweizer Komponisten, die den Wettbewerb vom Tonkünstlerverband gewonnen haben.",Schweizer;Tonkünstlerverband
4,4063,"Und das hat eigentlich den Leuten gar nicht so gefallen. Ich meine, natürlich wenn sie Honegger gespielt haben, dann ist es schon auch ein Hit geworden, aber im Normalfall ist das eher schwieriger zugänglicher Musik gewesen. Währenddem mittlerweile ja auch der Strawinsky, das hat man ja gekannt, das konnte man auch spielen.",Honegger;Strawinsky
4,4089,"Und der Papa ist ja selbst nicht aus Russland gekommen, sondern aus den baltischen Staaten und hat dann vor allem in Prag gelernt.",Prag;Russland;Staaten
4,4098,"Und dann ist er ja Schüler und Assistent gewesen von Fokine, das heisst er ist über die Ballets Russes-Schiene. Und die Ballette, die er anpassen musste an die Fähigkeiten von dem Ensemble, das gemischt gewesen ist, hat er einen ganz einen grossen Wert aufs Erzählende, aufs Logische gelegt und weniger aufs Technische und solche Sachen.",Ballets Russes-Schiene;Fokine
4,4124,"Was man konnte, konnte man. Aber er hat nie die Leute überfordert oder so etwas. Es hat immer präzise ausgesehen, es ist ausgearbeitet gewesen und die Leute haben vielleicht nicht sieben Pirouetten drehen können, aber sie haben auch mit zwei Pirouetten das mitteilen können, was in der Rolle drin ist.",
4,4144,Und das ist eben die Stärke gewesen und das hat die Leute fasziniert. Und dann ist man eben einfach mehr ins Ballett gegangen.,
4,4152,"I: Hat da auch in der Politik in Zürich ein Wechsel stattgefunden, dass man mehr Finanzen dem Ballett gegeben hat, dass es Leute aufstocken konnte?",I;Zürich
4,4162,"P: Nein, ja. Also wie die Verhandlungen da waren, als der Juch gekommen ist, das weiss ich nicht. Aber ich sehe einfach, dass das schon beim Graf so war, dass der einfach gesagt hat, er hat den Tenor James McCracken, die Altistin Sandra Warfield er hat diese Leute hierher gebracht, das sind wirklich führende Künstler gewesen, die musste man bezahlen pro Aufführung.",James McCracken;P;Sandra Warfield
4,4183,"Und wenn der James McCracken ausgefallen ist als Otello, dann hat man den Otello aus Wien hergeflogen und der hat die Vorstellung gesungen. Also, das ist dann etwas Anderes gewesen als vorher, wo man einfach das Ensemble hatte und alle sind da gewesen und der, der es am besten konnte, hat die Rolle gesungen.",James McCracken;Otello;Otello;Wien
4,4206,"Und das sind übrigens fantastische Leute gewesen. Also, ich meine, ich will das nicht abwertend sagen, aber es ist einfach dort insofern ein Paradigmenwechsel, dass man gesagt hat, man will sich öffnen, man macht nicht nur Theater einfach für hier, sondern man will den internationalen Anschluss.",Anschluss
4,4228,"Und der internationale Anschluss, den hat man natürlich schon seit den fünfziger Jahren gehabt.",Anschluss
4,4237,"Und zwar hat man sehr viele Gesamtgastspiele gehabt, in der Oper und auch im Ballett. Also ich habe das New York City Ballet gesehen, ich habe Graham gesehen, ich habe Nikolais gesehen, die haben alle zusammen gastiert.",Graham;New York City Ballet;Nikolais
4,4251,"Und nicht nur in den Juni-Festwochen, die Juni-Festwochen natürlich auch, aber auch sonst. Also, ich meine, es ist dann möglich gewesen, man hat dann auch Vergleichsmöglichkeiten bekommen, wenn man plötzlich Gastspiele gehabt hat vom New York City Ballet.",Juni-Festwochen;Juni-Festwochen;New York City Ballet
4,4265,"Und das ist damals offensichtlich noch machbar gewesen, jetzt ist es nicht mehr machbar, dass wir das New York City Ballet bei uns am Opernhaus sehen können, aber damals war es das.",New York City Ballet;Opernhaus
4,4277,"Sie haben viele Gastspiele gegeben und sie haben sicher nicht ausschliesslich in Zürich, sondern sicher auch in Genf, und teilweise auch in Basel … da haben sie auch gespielt. Aber es sind eben in Zürich die Festwochen, das ist etwas sehr Wichtiges gewesen.",Basel;Basel;Genf;Zürich;Zürich
4,4295,"Und wir haben dann später, als der Papa schon da war für das Ballett dann, haben wir regelmässig Gastspiele gehabt, wir hatten die Londoner, alle verschiedenen Kompanien. Der Cranko ist alle zwei Jahre gekommen, wir haben alle die grossen Werke von Cranko, zwei Jahre nach der Uraufführung, haben wir die in Zürich einmal aufgeführt gesehen.",Cranko;Cranko;Londoner;Zürich
4,4316,Das ist einfach ein sehr reger Austausch gewesen und das ist natürlich auch Ansporn gewesen. Und es hat sich auch die Wahrnehmung vom Zuschauer geändert.,
4,4331,Der hat dann auch vielleicht höhere Ansprüche gestellt. Das ist schon etwas gewesen.,
4,4338,"Und dann, das mit dem Geld, das weiss ich besser von der Theatertanzschule. Weil eben, also die Theatertanz- schule, die hat einfach immer existiert und dann, wo sie den Aufschwung gehabt haben, Pina und Pino Mlakar,haben sie beschlossen, sie wollen eigentlich eine ganz eine grosse Theatertanzschule aufmachen.",Pina;Pino Mlakar
4,4359,"Mit drei Abteilungen, Musik, Theater und Tanz. In der ZHDK haben wir das jetzt so ungefähr, aber das hat sehr lange gedauert und dann haben sie zuerst mal den Tanz damals noch weglassen.",ZHDK
4,4374,"Sie haben das Bühnenstudio, das haben sie noch gemacht und die Oper haben sie beim Konservatorium angesiedelt. Aber man hat irgendwie die Theaterausbildung, und die IST dann auch unabhängig vom Theater, hat sie ihre eigene Subvention gehabt.",Bühnenstudio;IST
4,4390,"Zu dieser ganzen Organisation ist der Tanz dann gerade erst nach dem Krieg gestossen, und es hat dann einen eigenen Verwaltungsrat eigentlich gegeben.",
4,4401,"Der Terpis zum Beispiel war im Verwaltungsrat von dieser Institution. Und der erste Leiter, der das Theaterballett in einem gewissen Sinn sind es schon die gleichen Räume gewesen und es sind zum Teil die gleichen Leute gewesen, aber die Organisationsform war anders.",Terpis
4,4419,"Mario Volkart – das muss ich rasch sagen – ist zuerst Laban-Schüler, wo der Laban in der Schweiz gewesen ist in den zehner Jahren, dann mit dem Laban weiter, dann Klassik beim Gsovsky, dann Tänzer an der Pariser Oper unter dem Lifar in den dreissiger Jahren. Bühnenunfall, zurück gekommen in die Schweiz, nachher Ballettunterricht.",Bühnenunfall;Gsovsky;Laban;Laban;Laban-Schüler;Lifar;Mario Volkart;Pariser Oper;Schweiz
4,4446,"Und er ist ein ganz ein wichtiger Lehrer gewesen, mit der Privatschule auch, und er hat dann die Theatertanzschule, die dann klassisch orientiert gewesen ist, übernommen. Es sind noch andere Leiter gewesen, der berühmteste ist der Züllig.",
4,4466,"Der Hans Züllig, der ja an sich Jooss-Leeder-Ausbildung … Leeder-Schüler ist. Und dann in den vierziger Jahren bei Ballettkompanien in London getanzt hat. Dann mit dem Jooss zurück ist und als der Jooss aus finanziellen Gründen seine Truppe auflösen musste, ist der Hans Züllig eine Spielzeit hier in Zürich gewesen.",Ballettkompanien;Hans Züllig;Hans Züllig;Jooss;Jooss;London;Zürich
4,4496,"Er hat auch getanzt. Und er hat dort die Theatertanzschule geleitet. Und sein Nachfolger, den kennen wir auch alle, ist der Wolfgang Brunner gewesen, der jetzt seine aktive Karriere als grosser, klassischer Tänzer aufgehört hat. Und Theater. Und Pädagoge geworden ist und Theaterleiter.",Wolfgang Brunner
4,4513,"Er ist dann aber weiter nach Lübeck. Und dann irgendwann, das war zu der Zeit vom Beriozoff, da hat man das wieder herausgenommen und hat es wieder zusammengeschlossen.",Lübeck;Zeit vom Beriozoff
4,4526,"Und dann unter dem Papa Beriozoff haben dann die Leiter von der Schule, das ist nicht unbedingt ER gewesen, sondern es waren eigene Leiter, aber die sind dann eine Stufe weiter unten gewesen. Und dann hat es wieder zusammengehört.",Beriozoff
4,4544,"Bis man die Schule ganz aufgelöst hat in den achtziger Jahren wegen dem Umbau. Und zwar ganz einfach, die früheren Probensäle sind ja in der Seerosen- strasse gewesen, das war ein wunderbares Gebäude, schon nur, weil dort auf der Seite waren all die grossen schönen Säulen vom ""Rosenkavalier"".",Rosenkavalier;Seerosen-
4,4565,"Die sind dort alle gestanden. Dann ist man die Treppe hoch und da gab es einen grossen und einen kleinen Saal, auf jeden Fall hat der grosse Saal Bühnendimensionen gehabt. Und dort hat man alles geprobt.",Bühnendimensionen
4,4576,"Dort hat man alle sehen können. Der Nurejew hat dort geprobt, die Fonteyn hat man dort sehen können, die Evdokimova, sie haben ALLE dort geprobt. Das ist fantastisch gewesen.",ALLE;Evdokimova;Fonteyn;Nurejew
4,4585,"Und dann haben …– es gab viele Innenräume, wo man Kulissen gelagert hat und deshalb haben sie dann, wo sie beschlossen haben, dass das Theater umgebaut wird, haben sie das dann abgerissen und haben dort die Werkstätten eingerichtet.",
4,4603,"Ich glaube, sie sind immer noch dort. Und dann hat man für die Tanzschule keinen Platz gehabt, man hat ja dann auch fürs Ballett, dort, wo sie unter der Pat Neary gewesen ist, musste man Proberäume suchen und hat sie eigentlich bei der freien Szene gefunden.",Pat Neary
4,4616,"Und dann ist eben schon privatisiert worden und dann heute, die Ballettschule fürs Opernhaus ist ja eigentlich der Nachfolger von der Theatertanzschule, aber ist auf einer privaten Basis. Aber, es ist eine nahe Kooperation mit dem Theater. Es heisst ja auch Ballettschule für das Opernhaus. Das ist die alte Theatertanzschule.",Opernhaus;Opernhaus
4,4642,"Und da ist eben auch schon mal eine Tendenz spürbar gewesen, dass man gedacht hat, man müsse den Tanz unabhängiger machen, aber es ist dann nie langfristig durchgeführt worden. Und jetzt sind sie immer noch nicht unabhängig. Und es kommt immer darauf an, wie gut der Ballettleiter mit dem Intendanten – wie gut da die Zusammenarbeit ist.",Ballettleiter
4,4672,"I: Die Wahl von den Tanzchefs, du hast es vorhin erwähnt, wird von Leuten getroffen, die eigentlich vielleicht gar nicht vom Tanz so angetan sind oder nichts davon verstehen.",I;Tanzchefs
4,4685,"Folglich hat das immer mit Erwartungen zu tun, mit dem Zeit- geist, wen man dann nachher wählt. Kannst Du da etwas dazu sagen? Seit Beriozoff, was er als Lifar-Assistent – P: Nein, Fokine! I: Als Fokine-Assistent, Entschuldigung – hat das da eine Rolle gespielt, dass man ihn hierher geholt hat? Dass man gedacht hat … –",Beriozoff;Fokine! I;Geister;Kannst Du da
4,4707,"P: Also, eben der Juch hat eindeutig – er wollte die Oper konsolidieren. Er hat dann auch in der Originalsprache, also auf Tschechisch und auf Russisch. Also, man hat immer in Originalsprache gesungen. I: Ohne Untertitel?",I;Juch;P;Russisch;Tschechisch
4,4722,"P: OHNE Untertitel, ja! Man hat vom Opernpublikum erwartet, dass sie entweder das Programm lesen oder das Libretto schon dabeihaben. Aber das ist dann nicht mehr anders gegangen, vor allem auch, weil man dann internationale Sänger … man hat ja dann neben dem Ensemble verschiedene Leute hergeholt, man hat einfach den Wagner herholen müssen. Es war dann einfach internationaler vernetzt.",P
4,4752,"Die ganze Institution. Dort hat der Juch auch im Tanz wahrscheinlich so etwas wie eine Tradition gewollt. Also vorher war es ja eigentlich so, dass das Zürcher Publikum, wenn es nur in Zürich das Theater ist, dann haben sie die Werke, die die Grundlage von der Balletttradition … nämlich die paar noch gespielten Werke aus dem 19. Jahrhundert, gar nicht gekannt.",Juch;Zürcher;Zürich
4,4784,"Und am Anfang, im Ausdruckstanz ist es eigentlich besonders seltsam gewesen … Mein Freund, der Richard Merz hat einmal gesagt, er könne einfach nicht verstehen, warum der Tanz unter einer Tradition leide, die er gar nicht kenne.",Mein Freund;Richard Merz
4,4805,"Und genau so ist es ja eigentlich auch gewesen. Und der Papa hat dann einmal die Tradition ans Opernhaus gebracht, dass man sie … WIR sie haben kennen können. Ich bin die ganze Zeit im Theater gewesen, ich habe diese Traditionen zuerst mal durch den Papa kennengelernt.",Opernhaus
4,4824,"Das war natürlich lässig. Dann hat aber, das war dann das lustige, nach sieben Jahren hat es dann bereits geheissen: ""Oh, immer nur 'Schwanensee'!"" Dann wollten sie etwas Neues und dann haben sie den Descombey geholt, der gerade vorher gescheitert ist an der Pariser Oper, mit seinen ganz modernen Sachen.",Descombey;Pariser Oper;Schwanensee
4,4845,"Er ist aber überhaupt nicht stur gewesen, er hat praktisch das Ensemble übernommen, er hat zu einem grossen Teil das Repertoire vom Papa übernommen.",
4,4856,"Er hat einfach beim zweiten Ballett-Abend, der erste war ein Klassiker, quasi, hat er seine neuen Stücke gemacht und die sind relativ geerdet gewesen. Also irgendwann mal ein Kritiker gesagt: ""Ja, die springen ja gar nicht, die kriechen.""",Ballett-Abend
4,4873,"Und das hat den Leuten dann wieder nicht so gefallen. Dann ist man eigentlich wieder so weit gewesen wie vorher. Es sind die zeitgenössischen Werke gewesen, die vielleicht aktuelle Themen, die Neue Musik gebracht haben und das konnte man dann wieder acht bis zehn Mal tanzen und in der nächsten Spielzeit wollte es niemand mehr sehen.",
4,4896,"Dann war man wieder in diesem Schema, nicht mehr in dem, wo man mit einzelnen Werken so erfolgreich war. ER hat aber die Klassiker überhaupt nicht vernachlässigt, wir haben drei Männer gehabt, als der Nurejew hier in Zürich inszeniert hat. Mit Gasttänzern.",ER;Gasttänzern;Nurejew;Zürich
4,4916,"Ich habe ihn sicher fast alle Vorstellungen, die er getanzt hat, die habe ich glaube ich, gesehen. Und er hat es mit der Martine Parmain getanzt, das war die Frau von Descombey, eine ganz tolle Pariser Tänzerin eigentlich.",Descombey;Martine Parmain;Pariser
4,4928,"Und die Haydée hat getanzt, die Evdokimova hat getanzt. Es war wirklich grossartig besetzt eigentlich, sehr, sehr anspruchsvoll. Das Ballett einfach von der Probe her, ist lange da gewesen, das war wieder ein Schritt.",Evdokimova;Haydée
4,4948,"Und er hat es auch sehr attraktiv gemacht von der Ausstattung her und von allem zusammen. Und das andere ist eben der Brenaa, den er dann mit der ""Sylphide"" geholt hat, das war damals die Kapazität für Bournonville-Ballette gewesen.",Bournonville-Ballette;Brenaa
4,4970,"Also, er hat das nicht vernachlässigt, aber ihn hat es genervt, dass er mit seinen eige- nen Werken hier kein Publikum findet und er hat den Vertrag gelöst und ist nach, ich glaube, Mexiko.",Mexiko
4,4987,"Er hat dann dort also … Und dann hat der Assistent vom Nurejew, der Geoffrey Cauley hat die Truppe übernommen für wenige Jahre.",Geoffrey Cauley;Nurejew
4,4999,"Und er hat so eine Mischung probiert und die ist dann eben auch nicht so gut angekom- men. Er hat zum Beispiel das ""Les Sylphides – Chopiniana"", also ein Fokine-Ballett, das so schwebend ist, wo alles so fein ist. Das hat man beim Papa Beriozoff schon gesehen.",Chopiniana;Papa Beriozoff
4,5019,"Und er hat es GENAU einstudiert. Das war wirklich fantastisch, weil da habe ich schon ein bisschen angefangen, weil ich bin zwischendrin auch in Russland gewesen und habe sehr viele Ballette dort gesehen und das heisst, ich hatte bessere Vergleichsmöglichkeiten.",GENAU;Russland
4,5032,"Er hat es FANTASTISCH einstudiert, das heisst, es hat jede Einzelheit, quasi von der Technik, von der Bewegungssprache, hat gestimmt.",FANTASTISCH
4,5043,"Aber er hat auf die schönen romantischen Tutus, die man da eben auch sieht, von der ""La Sylphide"" und von der ""Giselle"", auf diese hat er verzichtet. Das ist ja im Prinzip etwas gewesen, jeder wollte das Kostüm anfassen, wie von der Taglioni und auf das hat er verzichtet, sie haben weisse Trikots angehabt.",Giselle;La Sylphide
4,5065,"Das hat völlig anders ausgesehen und den Leuten nicht gefallen. Das war ganz spannend, dass das eigentlich … und auch er hat die Traditionen weitergeführt. ""Raymonda"", all diese Sachen, das ist gut geprobt gewesen. Aber irgendwie hat es nicht funktioniert und dann gab es einen Direktionswechsel.",Raymonda
4,5084,"Und dann kommt DER Theaterdirektor, der selber zugegeben hat in einem Interview, dass er sich GEIRRT hat, wieder mal im Ballettmeister. I: Wer? P: Und hat die richtig … Der Drese.",DER;Drese;GEIRRT;I;P
4,5100,"Und ER ist gekommen und er hat zuerst gesagt, er hat eigentlich die Idee gehabt von einem Ballet Suisse zusammen mit Genf und Basel. Hat aber nicht vorher angefangen zu verhandeln und dann haben natürlich die anderen schon von Anfang an gesagt, dass das nicht in Frage kommt. Und auf jeden Fall, darum hat er Pat Neary engagiert, aber dann ist eben Pat Neary von Genf weggegangen.",Basel;Basel;ER;Genf;Genf;Pat Neary;Pat Neary
4,5122,"Nein, das war später! Er hat zuerst den Hans Meister und den Jürg Burth engagiert und er wollte ein Schweizer Ballett machen und der Burth und der Hans Meister, die haben wirklich jeden Schweizer Tänzer, den sie noch von irgendwo her gekannt haben, der im Ausland tanzt, haben sie probiert nach Zürich zu holen.",Burth;Hans Meister;Hans Meister;Jürg Burth;Schweizer;Schweizer;Zürich
4,5140,"Damals hatten wir ein Ensemble, wo sehr viele Schweizer da gewesen sind.",Schweizer
4,5145,"Und der Hans Meister ist ja sehr klassisch gewesen, er hat in der Zeit, wo ich in Russland war, ist er ja dort zur Nachausbildung, also zur Weiterbildung, eigentlich für zwei Spielzeiten in Leningrad damals gewesen.",Hans Meister;Leningrad;Russland;Zeit
4,5164,"Und er hat dann später international getanzt. Vorher mal beim Papa Beriozoff getanzt, in der ""Cinderella"", wo wir die Kostüme da haben, hat er denn Prinzen getanzt. Aber, sein Kostüm haben wir nicht.",Cinderella
4,5179,"Und dann nachher hat er eigentlich ein Schweizer Ballett bringen wollen. Er hat eben den ""Nussknacker"" gemacht und der Burth, der ist sehr stark vom Modern Tanz geprägt gewesen.",Burth;Nussknacker;Schweizer
4,5194,"ER hat, ich glaube fast täglich, das Modern-Tanztraining eingeführt. Er hat jemand als Ballettmeisterin gehabt, die mit der Truppe Modern Dance trainiert hat, ständig.",ER;Modern-Tanztraining
4,5207,"Und er hat verschiedene Aufführungen gemacht, weniger auf der Opernhausbühne, aber auf anderen Bühnen, die Studiobühne hier hat es noch nicht gegeben.",
4,5217,"Aber an anderen Orten hat er verschiedene Aufführungen gemacht, das heisst, man hat es dort auch gesehen. Und gleichzeitig hat der Hans Meister extrem viele Gäste auch gehabt.",Hans Meister
4,5230,"Das ist ja so in der ersten Hälfte der siebziger Jahre haben wir erstens Ashtons ""La fille mal gardée"" gesehen und ""Les Biches"" von der Nijinska. Also, ich meine – besseres Ballett – was wollte man?",Nijinska
4,5246,"Das sind alles Werke aus dem zwanzigsten Jahrhundert, die eigentlich jeder kennen sollte, wenn … in der Musik würde man die Werke kennen und beim Tanz wird man wahrscheinlich … wenn eben wenig Videos hat …– man hat Videos, aber sie sind weniger populär.",Videos;Videos
4,5265,"Und ""Les Biches"" gibt es glaube ich, offiziell gar nicht. Aber ""La fille mal gardée"", vom Ashton gibt es in verschiedenen Versionen. Und trotzdem, dann ist ihm (Drese) das aber irgendwie ziemlich schnell verleidet und er hat dann nach drei Jahren Pat Neary geholt.",Ashton;Drese;La fille mal gardée;Les Biches;Pat Neary
4,5282,"Mit der Idee, das Zürcher Ballett werde eine Dépendance vom New York City Ballet, weil da ging es dem Balanchine noch gut, er ist noch nicht krank gewesen.",Balanchine;New York City Ballet;Zürcher
4,5292,"Und der Drese hat immer gehofft, der Balanchine mache einmal eine Uraufführung von einem Werk von ihm in Zürich. Dazu ist es aber nicht mehr gekommen, weil Pat Neary hat natürlich zunächst erstmal einen Haufen Sachen einstudiert. Der Balanchine ist immer gekommen, daran magst du dich vielleicht auch erinnern, für Tanzproben, hat man ihn immer noch gesehen.",Balanchine;Balanchine;Drese;Pat Neary;Tanzproben;Zürich
4,5318,"Und später dann ist das Opernhaus umgebaut worden. Sie,die Pat Neary hat überall getanzt. Im Theater 11, im Hallenstadion ja nicht, da haben sie die grossen Opernaufführungen gehabt, aber auf der Kongresshausbühne. Und so weiter. Dort haben sie wunderschöne Ballettabende gehabt, aber mit reduzierter Besetzung, das heisst, sie haben viele Stellen gekürzt, sie haben auch viel weniger Aufführungsmöglichkeiten gehabt.",Hallenstadion;Opernhaus;Pat Neary;Theater 11
4,5353,"Pat Neary hat aber quasi durchgehalten, und hat dann relativ früh schon angefangen das Repertoire IMMENS zu erweitern. Man hat nie so ein grosses, unterschiedliches Repertoire gehabt, wie unter der Pat Neary: also sie hat 23 Balanchine-Werke einstudiert.",Balanchine-Werke;IMMENS;Pat Neary;Pat Neary
4,5374,Das und man hat wirklich die wichtigsten Balanchine einfach alle gekannt und sie sind viel gespielt worden.,
4,5379,"Aber wir haben von Forsythe bis Kylian, selbstverständlich Van Mannen, wir haben einfach alles gesehen. Wir haben vom Antony Tudor, Lilac Garden und alle diese Sachen, wir haben das Repertoire einfach gehabt. Und das ist schon etwas ganz Grosses gewesen.",Antony Tudor;Forsythe;Kylian;Lilac Garden;Van Mannen
4,5401,"Nurejew hat ""Don Quichote"" einstudiert übrigens, die gibt es natürlich dann auch noch, die haben wir dann auch gehabt. Der Laszlo Seregi ist schon vorher gekommen und dann auch wieder. Also, das Repertoire ist grossartig gewesen. Und dann ist aber unterdessen der Balanchine krank geworden, man hat gewusst, er wird nie mehr ein Ballett machen in Zürich. Der Drese hat gefunden, das sei zu wenig attraktiv. Zürich ist doch nicht quasi eine Dépendance geworden vom New York City Ballet.",Don Quichote;Drese;Laszlo Seregi;New York City Ballet;Nurejew;Zürich;Zürich
4,5431,"Und dann ist der einzige Einfluss, den ich wirklich kann ABSOLUT FESTMACHEN, wo ein Kritiker einen Einfluss hatte auf eine Entscheidung über einen Ballettdirektor: Der Koegler hat das Zürcher Ballett als ""Kompanie der Wiederkäuer"" als Headline angepriesen.",ABSOLUT FESTMACHEN;Zürcher
4,5454,"Gut, das ist natürlich wieder eben der Kuh-Schweizer, da hat sich der Drese nicht so vor den Kopf gestossen gefühlt, weil er kein Schweizer gewesen ist",Drese;Schweizer
4,5462,". Aber ""Wiederkäuer"" ist natürlich nicht gegangen. Und dann gab es einen totalen Richtungswechsel und er hat gesagt, SO jetzt das Wunderkind von Stuttgart, 26, der wollte nie den Uwe Scholz. Er ist darum besonders als junger Choreograf aufgefallen, weil er von Anfang an zu klassischer Musik choreografiert hat. Hat er ja immer eigentlich gemacht.",SO;Stuttgart;Uwe Scholz
4,5489,"Und er hat so grosse Träume gehabt. Und immer, eigentlich wäre er in Stuttgart geblieben, aber wo ihm der Drese versprochen hat, er dürfe grössere machen, da hat der Scholz unterschrieben und ist nach Zürich gekommen. Und hat die ""Die Schöpfung"" gemacht mit der Rosalia als Ausstatterin.",Die Schöpfung;Drese;Rosalia;Scholz;Stuttgart;Zürich
4,5506,"Und dann ist eigentlich eine Zeit gekommen, wo das Repertoire ganz eindeutig von einem Choreograf bestimmt worden ist, sowohl was die abendfüllende Werke als auch was die vielen kurzen Werke …",
4,5523,"Eigentlich fast das gesamte Repertoire war, ist Scholz gewesen. Und das hat einen grossen Aufschwung gegeben, die Leute haben das eigentlich alles gut gefunden, aber irgendwie hat es für ihn nicht mehr gepasst, sagen wir mal so.",Scholz
4,5547,"Er hat sich unglücklich gefühlt, er hat die letzte Premiere von der Spielzeit hat er drei Tage vor der Premiere abgesagt. Da mussten sie einen Lückenbüsser hinein tun und er ist verschwunden.",
4,5564,"Das ist eigentlich besonders erstaunlich gewesen, dass das so passiert ist, weil unterdessen ist ja bereits der Pereira Chef gewesen vom Ballett, also von der Oper. Er ist der Opernhausdirektor gewesen. Und der Pereira fand, wenn der Scholz da so erfolgreich und beliebt und stimmig und alles gut, und die Truppe, die bleibt, der Ballettdirektor bleibt. Sonst hat es ja viele gegeben, die dann einen Wechsel wollten.",Pereira;Pereira;Scholz da
4,5598,"Er wollte das nicht, aber er ist dann irgendwie beschissen worden dadurch, dass ihm der Scholz davon gelaufen ist. Und dann hat er auf typische Pereira-Manier eine Pressekonferenz gegeben, an die ich mich noch genau erinnere.",Scholz
4,5616,"Wenig später war die Pressekonferenz, ich weiss nicht, du warst ja vielleicht auch da, wo eben der Pereira, er hat einen neuen Ballettdirektor gesucht. Er hätte TONNENWEISE Bewerbungen bekommen für die Stelle, aber er wollte aber jetzt einem Newcomer die Chance geben und es sei der Bienert.",Bienert;Pereira;TONNENWEISE
4,5636,"Dann nachher, niemand hat ihn gekannt, er hat an ein paar Orten mal Choreografien gemacht, während der Ausbildung. I: Was ist der Grund gewesen, wenn wir zurück blenden, dass er gegangen ist? Drei Tage vor der Premiere geht man ja nicht einfach grundlos?",Ausbildung;I
4,5656,"P: Ich weiss es nicht. Also es gibt Leute, die auch sagen, dass er krank gewesen ist. Und zwar leiblich und seelisch. Irgendwie ist es einfach … es hat nicht mehr gepasst für ihn …",P: Ich
4,5676,"Ich gehöre zu den Kritikern, die normalerweise die Leute, die Tanzschaffende sind, nicht persönlich kennen, also ich habe nicht so nah von ihm gewusst. Und es ist auch nicht so gewesen, dass zum Beispiel Tänzer davon gelaufen sind oder es ist auch nicht so gewesen, dass er weniger Erfolg hatte.",Tanzschaffende
4,5702,"Er hatte immer bessere und schlechtere Werke, er hat immer … die einen Kritiker haben ihn gelobt für seine Handlungsballette, die anderen Kritiker, so wie ich, ich habe vor allem seine Musikumsetzungen, das ""Gulda ́s Cellokonzert"" zum Beispiel, solche Sachen, haben mir vor allem …",Gulda ́s Cellokonzert
4,5720,"Aber es sind damals noch so viele Kritiker gewesen, dass er immer von dem einen oder von den anderen immer eine gute Presse gehabt hat und das Publikum hat ihn nicht verlassen.",
4,5734,"Ich glaube, von dem her gesehen, also rein vom Theater her, was man von aussen sieht … hat man es nicht sagen können. Eben der Bienert, der hat am Schluss eine Auslastung gehabt von 40 bis 60 Prozent. Und es hat einfach gar niemand gehen wollen und es war klar, da musste man etwas machen.",Bienert
